"date","segment","units","net_sales_eur"
2026-04-26,"Other Automotive",1988,18184.14
2026-04-26,"Powertrain Mounts",957,57593.71
2026-04-26,"Sealing",10161,32928.7
2026-04-27,"Cable Protection",24363,156890.01
2026-04-27,"Chassis NVH",11536,279552.13
2026-04-27,"Hoses & Bellows",15021,227975.52
2026-04-27,"Other Automotive",12220,111046.23
2026-04-27,"Powertrain Mounts",4505,262036.48
2026-04-27,"Sealing",75721,242519.51
2026-04-28,"Cable Protection",24747,158627.09
2026-04-28,"Chassis NVH",12452,295548.25
2026-04-28,"Hoses & Bellows",15654,234759.86
2026-04-28,"Other Automotive",12460,108182.91
2026-04-28,"Powertrain Mounts",4534,261556.66
2026-04-28,"Sealing",76109,237600.88
2026-04-29,"Cable Protection",25655,171608.56
2026-04-29,"Chassis NVH",13683,335817.66
2026-04-29,"Hoses & Bellows",15799,239199.16
2026-04-29,"Other Automotive",11977,108812.75
2026-04-29,"Powertrain Mounts",4546,269053.97
2026-04-29,"Sealing",80852,257731.55
2026-04-30,"Cable Protection",6116,39853.49
2026-04-30,"Chassis NVH",4351,104860.96
2026-04-30,"Hoses & Bellows",5172,77184.02
2026-04-30,"Other Automotive",3488,32235.97
2026-04-30,"Powertrain Mounts",1395,80909.14
2026-04-30,"Sealing",20695,66928.11
2026-05-01,"Cable Protection",22801,147490.49
2026-05-01,"Chassis NVH",10357,246564.74
2026-05-01,"Hoses & Bellows",12463,190870.81
2026-05-01,"Other Automotive",9986,90240.39
2026-05-01,"Powertrain Mounts",4078,229378.94
2026-05-01,"Sealing",71200,224461.81
2026-05-02,"Cable Protection",4171,27261.41
2026-05-02,"Chassis NVH",3036,70966.64
2026-05-02,"Hoses & Bellows",4395,63818.08
2026-05-02,"Other Automotive",2737,25104.28
2026-05-02,"Powertrain Mounts",1243,73115.69
2026-05-02,"Sealing",16538,53435.07
2026-05-03,"Cable Protection",2330,15414.39
2026-05-03,"Chassis NVH",2496,60032.7
2026-05-03,"Hoses & Bellows",3471,51687.68
2026-05-03,"Other Automotive",2008,18183.34
2026-05-03,"Powertrain Mounts",891,51215.89
2026-05-03,"Sealing",10841,34679.25
2026-05-04,"Cable Protection",21654,142661.32
2026-05-04,"Chassis NVH",9785,230588.62
2026-05-04,"Hoses & Bellows",13731,204639.28
2026-05-04,"Other Automotive",10435,94885.68
2026-05-04,"Powertrain Mounts",4510,263023.68
2026-05-04,"Sealing",73185,234826.57
2026-05-05,"Cable Protection",23279,155457.48
2026-05-05,"Chassis NVH",10766,258679.88
2026-05-05,"Hoses & Bellows",14230,216821.24
2026-05-05,"Other Automotive",11060,98945.94
2026-05-05,"Powertrain Mounts",4596,272092.03
2026-05-05,"Sealing",76254,241386.84
2026-05-06,"Cable Protection",24203,156699.54
2026-05-06,"Chassis NVH",10795,264257.7
2026-05-06,"Hoses & Bellows",15329,232233.66
2026-05-06,"Other Automotive",11011,96961.42
2026-05-06,"Powertrain Mounts",4602,264209.08
2026-05-06,"Sealing",76962,240869.16
2026-05-07,"Cable Protection",23702,149544.86
2026-05-07,"Chassis NVH",10777,263226.89
2026-05-07,"Hoses & Bellows",14296,217280.91
2026-05-07,"Other Automotive",10358,93499.81
2026-05-07,"Powertrain Mounts",4516,261538.6
2026-05-07,"Sealing",78330,240848.23
2026-05-08,"Cable Protection",21395,139306.32
2026-05-08,"Chassis NVH",10054,239723.25
2026-05-08,"Hoses & Bellows",12920,194011.4
2026-05-08,"Other Automotive",9295,84139.48
2026-05-08,"Powertrain Mounts",4151,243257.42
2026-05-08,"Sealing",71225,228163.81
2026-05-09,"Cable Protection",4098,27140.8
2026-05-09,"Chassis NVH",3188,73912.46
2026-05-09,"Hoses & Bellows",4369,67180.8
2026-05-09,"Other Automotive",2639,23398.89
2026-05-09,"Powertrain Mounts",1232,71483.28
2026-05-09,"Sealing",16870,54219.42
2026-05-10,"Cable Protection",2353,15609.03
2026-05-10,"Chassis NVH",2334,55101.38
2026-05-10,"Hoses & Bellows",3437,50633.63
2026-05-10,"Other Automotive",1879,16986.36
2026-05-10,"Powertrain Mounts",930,55372.01
2026-05-10,"Sealing",11564,37282.45
2026-05-11,"Cable Protection",23344,148071.09
2026-05-11,"Chassis NVH",10013,245385.88
2026-05-11,"Hoses & Bellows",14379,220915.85
2026-05-11,"Other Automotive",10901,98447.12
2026-05-11,"Powertrain Mounts",4173,236783.99
2026-05-11,"Sealing",78955,247793.18
2026-05-12,"Cable Protection",22770,147706.86
2026-05-12,"Chassis NVH",10551,252842.71
2026-05-12,"Hoses & Bellows",14564,219186.62
2026-05-12,"Other Automotive",11474,102307.57
2026-05-12,"Powertrain Mounts",4468,252872.06
2026-05-12,"Sealing",83979,262699.7
2026-05-13,"Cable Protection",5430,35231.93
2026-05-13,"Chassis NVH",4053,98664.58
2026-05-13,"Hoses & Bellows",5562,83426.98
2026-05-13,"Other Automotive",3356,30040.21
2026-05-13,"Powertrain Mounts",1487,86397.07
2026-05-13,"Sealing",22909,72921.42
2026-05-14,"Cable Protection",23524,152152.72
2026-05-14,"Chassis NVH",10723,260038.81
2026-05-14,"Hoses & Bellows",14833,228080.8
2026-05-14,"Other Automotive",10998,96830.53
2026-05-14,"Powertrain Mounts",4307,260470.1
2026-05-14,"Sealing",83287,259655.6
2026-05-15,"Cable Protection",19483,126656.03
2026-05-15,"Chassis NVH",8558,203521.74
2026-05-15,"Hoses & Bellows",11830,177118.23
2026-05-15,"Other Automotive",8970,81826.03
2026-05-15,"Powertrain Mounts",3617,209881.69
2026-05-15,"Sealing",71079,232194.21
2026-05-16,"Cable Protection",3674,23770.55
2026-05-16,"Chassis NVH",3013,75136.98
2026-05-16,"Hoses & Bellows",4513,66358.64
2026-05-16,"Other Automotive",2551,23036.51
2026-05-16,"Powertrain Mounts",1249,73061.62
2026-05-16,"Sealing",17703,56283.86
2026-05-17,"Cable Protection",2184,14367.91
2026-05-17,"Chassis NVH",2438,57695.81
2026-05-17,"Hoses & Bellows",3558,51823.52
2026-05-17,"Other Automotive",1981,17874.28
2026-05-17,"Powertrain Mounts",935,54797.87
2026-05-17,"Sealing",11174,35540.38
2026-05-18,"Cable Protection",22032,145150.52
2026-05-18,"Chassis NVH",10282,244398.21
2026-05-18,"Hoses & Bellows",13403,201022.91
2026-05-18,"Other Automotive",11395,101152.21
2026-05-18,"Powertrain Mounts",4219,249332.61
2026-05-18,"Sealing",81075,257988.83
2026-05-19,"Cable Protection",23334,150123.47
2026-05-19,"Chassis NVH",10677,258535.75
2026-05-19,"Hoses & Bellows",14238,214830.3
2026-05-19,"Other Automotive",11417,102908.64
2026-05-19,"Powertrain Mounts",4669,266383.28
2026-05-19,"Sealing",84346,264338.55
2026-05-20,"Cable Protection",24062,151467.53
2026-05-20,"Chassis NVH",10972,266750.07
2026-05-20,"Hoses & Bellows",13673,205257.61
2026-05-20,"Other Automotive",12332,113246.21
2026-05-20,"Powertrain Mounts",4390,253444.69
2026-05-20,"Sealing",88551,292098.57
2026-05-21,"Cable Protection",24271,157683.3
2026-05-21,"Chassis NVH",10879,262054.2
2026-05-21,"Hoses & Bellows",13215,203101.37
2026-05-21,"Other Automotive",11799,104691.24
2026-05-21,"Powertrain Mounts",4299,250229.96
2026-05-21,"Sealing",89271,297282
2026-05-22,"Cable Protection",22124,140945.63
2026-05-22,"Chassis NVH",9796,235121.74
2026-05-22,"Hoses & Bellows",12396,189877.66
2026-05-22,"Other Automotive",10556,94227.43
2026-05-22,"Powertrain Mounts",4306,255261.12
2026-05-22,"Sealing",80921,255132.19
2026-05-23,"Cable Protection",1980,12843.61
2026-05-23,"Chassis NVH",2549,61266.27
2026-05-23,"Hoses & Bellows",3317,50567.05
2026-05-23,"Other Automotive",1820,16262.26
2026-05-23,"Powertrain Mounts",985,55428.22
2026-05-23,"Sealing",10595,34329.25
2026-05-24,"Cable Protection",2135,14134.53
2026-05-24,"Chassis NVH",2634,64382.92
2026-05-24,"Hoses & Bellows",3143,47368.42
2026-05-24,"Other Automotive",1957,17702.39
2026-05-24,"Powertrain Mounts",942,53928.69
2026-05-24,"Sealing",10698,34854.12
2026-05-25,"Cable Protection",21126,134526.91
2026-05-25,"Chassis NVH",11380,275879.17
2026-05-25,"Hoses & Bellows",14031,213012.77
2026-05-25,"Other Automotive",10976,97828.24
2026-05-25,"Powertrain Mounts",4116,236169.25
2026-05-25,"Sealing",70027,231774.39
2026-05-26,"Cable Protection",17791,114432.35
2026-05-26,"Chassis NVH",10195,245311.66
2026-05-26,"Hoses & Bellows",14077,215467.76
2026-05-26,"Other Automotive",10394,95012.83
2026-05-26,"Powertrain Mounts",3863,222661.62
2026-05-26,"Sealing",68857,217030.71
2026-05-27,"Cable Protection",19979,129932.53
2026-05-27,"Chassis NVH",11137,264787.32
2026-05-27,"Hoses & Bellows",15108,225077.59
2026-05-27,"Other Automotive",11579,107773.82
2026-05-27,"Powertrain Mounts",4071,237107.35
2026-05-27,"Sealing",75723,242714.52
2026-05-28,"Cable Protection",19904,133187.57
2026-05-28,"Chassis NVH",10894,257463.1
2026-05-28,"Hoses & Bellows",14535,214898.3
2026-05-28,"Other Automotive",10581,97474.27
2026-05-28,"Powertrain Mounts",4159,233189.34
2026-05-28,"Sealing",75511,236365.37
2026-05-29,"Cable Protection",19623,127211.92
2026-05-29,"Chassis NVH",10245,242173.81
2026-05-29,"Hoses & Bellows",13069,192104.71
2026-05-29,"Other Automotive",10171,91602.83
2026-05-29,"Powertrain Mounts",3967,229640.57
2026-05-29,"Sealing",70547,225538.33
2026-05-30,"Cable Protection",4121,26496.45
2026-05-30,"Chassis NVH",3266,79144.64
2026-05-30,"Hoses & Bellows",4239,62841.42
2026-05-30,"Other Automotive",2864,25019.42
2026-05-30,"Powertrain Mounts",1333,78680.54
2026-05-30,"Sealing",16136,53108.97
2026-05-31,"Cable Protection",2260,14641.8
2026-05-31,"Chassis NVH",2430,59291.01
2026-05-31,"Hoses & Bellows",3446,51829.6
2026-05-31,"Other Automotive",1945,17456.96
2026-05-31,"Powertrain Mounts",966,56022.73
2026-05-31,"Sealing",11185,35343.4
2026-06-01,"Cable Protection",26867,178854.85
2026-06-01,"Chassis NVH",13226,316250.44
2026-06-01,"Hoses & Bellows",15971,244229.04
2026-06-01,"Other Automotive",12429,107274.94
2026-06-01,"Powertrain Mounts",4700,277323.09
2026-06-01,"Sealing",92726,284553.28
2026-06-02,"Cable Protection",28306,181722.6
2026-06-02,"Chassis NVH",13392,328606.25
2026-06-02,"Hoses & Bellows",16925,255692.64
2026-06-02,"Other Automotive",13484,121094.55
2026-06-02,"Powertrain Mounts",4971,289032.85
2026-06-02,"Sealing",92392,291662.21
2026-06-03,"Cable Protection",29224,195994.9
2026-06-03,"Chassis NVH",14255,336806.16
2026-06-03,"Hoses & Bellows",16656,244704.08
2026-06-03,"Other Automotive",12817,116202.75
2026-06-03,"Powertrain Mounts",4938,283074.5
2026-06-03,"Sealing",92627,297505.03
2026-06-04,"Cable Protection",29045,189477.88
2026-06-04,"Chassis NVH",14274,343669.64
2026-06-04,"Hoses & Bellows",16344,243187.55
2026-06-04,"Other Automotive",12663,118405.04
2026-06-04,"Powertrain Mounts",4904,287162.98
2026-06-04,"Sealing",90511,299616.33
2026-06-05,"Cable Protection",25624,166227.4
2026-06-05,"Chassis NVH",11677,278275.57
2026-06-05,"Hoses & Bellows",14155,211819.07
2026-06-05,"Other Automotive",11541,105838.42
2026-06-05,"Powertrain Mounts",4419,261040.16
2026-06-05,"Sealing",79818,240717.62
2026-06-06,"Cable Protection",4982,33388.92
2026-06-06,"Chassis NVH",3726,90732.25
2026-06-06,"Hoses & Bellows",4844,72996.17
2026-06-06,"Other Automotive",2798,25452.41
2026-06-06,"Powertrain Mounts",1329,74243.65
2026-06-06,"Sealing",19598,62517.69
2026-06-07,"Cable Protection",2572,16742.8
2026-06-07,"Chassis NVH",2885,68866.46
2026-06-07,"Hoses & Bellows",3632,53521.44
2026-06-07,"Other Automotive",1884,16572.74
2026-06-07,"Powertrain Mounts",1034,60168.48
2026-06-07,"Sealing",11711,37693.8
2026-06-08,"Cable Protection",26803,177099.77
2026-06-08,"Chassis NVH",13218,315814.39
2026-06-08,"Hoses & Bellows",14939,215479.3
2026-06-08,"Other Automotive",11869,107127.05
2026-06-08,"Powertrain Mounts",4492,261065.73
2026-06-08,"Sealing",87358,282441.05
2026-06-09,"Cable Protection",29033,189786.94
2026-06-09,"Chassis NVH",12246,292640.94
2026-06-09,"Hoses & Bellows",17190,251824.16
2026-06-09,"Other Automotive",13059,114392.67
2026-06-09,"Powertrain Mounts",4670,270274.49
2026-06-09,"Sealing",94700,300540.04
2026-06-10,"Cable Protection",28797,187760.18
2026-06-10,"Chassis NVH",14037,335533.66
2026-06-10,"Hoses & Bellows",16014,244339.38
2026-06-10,"Other Automotive",12570,113192.43
2026-06-10,"Powertrain Mounts",4730,279303.22
2026-06-10,"Sealing",91843,282193.11
2026-06-11,"Cable Protection",26581,169017.75
2026-06-11,"Chassis NVH",12304,289667
2026-06-11,"Hoses & Bellows",16146,235651.09
2026-06-11,"Other Automotive",12020,110734.81
2026-06-11,"Powertrain Mounts",4755,278379.69
2026-06-11,"Sealing",91237,298441.78
2026-06-12,"Cable Protection",25712,168435
2026-06-12,"Chassis NVH",10797,253375.33
2026-06-12,"Hoses & Bellows",14703,218103.92
2026-06-12,"Other Automotive",11270,103413.85
2026-06-12,"Powertrain Mounts",4391,250218.93
2026-06-12,"Sealing",85901,280943.6
2026-06-13,"Cable Protection",4480,28996.61
2026-06-13,"Chassis NVH",3458,85244.67
2026-06-13,"Hoses & Bellows",4604,70107.23
2026-06-13,"Other Automotive",3209,28824.53
2026-06-13,"Powertrain Mounts",1400,82870.24
2026-06-13,"Sealing",19006,61270.04
2026-06-14,"Cable Protection",2383,15368.13
2026-06-14,"Chassis NVH",2792,64337.4
2026-06-14,"Hoses & Bellows",3910,57454.57
2026-06-14,"Other Automotive",1978,17763.73
2026-06-14,"Powertrain Mounts",954,55825.77
2026-06-14,"Sealing",10954,35943.85
2026-06-15,"Cable Protection",26797,177089.97
2026-06-15,"Chassis NVH",11612,280502.53
2026-06-15,"Hoses & Bellows",15980,246356.39
2026-06-15,"Other Automotive",11126,98102.31
2026-06-15,"Powertrain Mounts",4421,255075.33
2026-06-15,"Sealing",94019,304970.72
2026-06-16,"Cable Protection",27459,176540.65
2026-06-16,"Chassis NVH",11722,282926.21
2026-06-16,"Hoses & Bellows",16487,246098.35
2026-06-16,"Other Automotive",12103,111225.55
2026-06-16,"Powertrain Mounts",4667,276983.37
2026-06-16,"Sealing",94604,296551.16
2026-06-17,"Cable Protection",27465,186828.3
2026-06-17,"Chassis NVH",11628,277519.38
2026-06-17,"Hoses & Bellows",17377,268432.77
2026-06-17,"Other Automotive",12403,114881.37
2026-06-17,"Powertrain Mounts",4907,289713.02
2026-06-17,"Sealing",89603,279562.41
2026-06-18,"Cable Protection",26913,176088.93
2026-06-18,"Chassis NVH",11336,267316
2026-06-18,"Hoses & Bellows",16894,252535.27
2026-06-18,"Other Automotive",12647,110137.15
2026-06-18,"Powertrain Mounts",4976,282685.11
2026-06-18,"Sealing",89841,285570.79
2026-06-19,"Cable Protection",24233,160576.06
2026-06-19,"Chassis NVH",10883,263924.61
2026-06-19,"Hoses & Bellows",14211,214429.62
2026-06-19,"Other Automotive",11974,108372.29
2026-06-19,"Powertrain Mounts",4692,275155.53
2026-06-19,"Sealing",80198,261519.08
2026-06-20,"Cable Protection",4341,28366.52
2026-06-20,"Chassis NVH",3325,79136.7
2026-06-20,"Hoses & Bellows",4654,70945.87
2026-06-20,"Other Automotive",2813,24949.31
2026-06-20,"Powertrain Mounts",1433,84359.18
2026-06-20,"Sealing",17650,56811.89
2026-06-21,"Cable Protection",2499,16400.32
2026-06-21,"Chassis NVH",2500,61883.09
2026-06-21,"Hoses & Bellows",3392,51362.52
2026-06-21,"Other Automotive",1958,17074.77
2026-06-21,"Powertrain Mounts",937,55019.88
2026-06-21,"Sealing",10818,35101.44
2026-06-22,"Cable Protection",25534,162010.1
2026-06-22,"Chassis NVH",11937,290547.3
2026-06-22,"Hoses & Bellows",14985,213801.39
2026-06-22,"Other Automotive",12294,113833.42
2026-06-22,"Powertrain Mounts",4385,248633.75
2026-06-22,"Sealing",84863,272961.3
2026-06-23,"Cable Protection",26300,172529.66
2026-06-23,"Chassis NVH",12426,303905.33
2026-06-23,"Hoses & Bellows",15943,236042.95
2026-06-23,"Other Automotive",13747,125059.09
2026-06-23,"Powertrain Mounts",4837,276712.25
2026-06-23,"Sealing",87738,286899.64
2026-06-24,"Cable Protection",26463,171202.25
2026-06-24,"Chassis NVH",12154,294209.47
2026-06-24,"Hoses & Bellows",16351,251260.68
2026-06-24,"Other Automotive",13417,123220.22
2026-06-24,"Powertrain Mounts",4834,278416.71
2026-06-24,"Sealing",88114,281197.07
2026-06-25,"Cable Protection",25985,166447.45
2026-06-25,"Chassis NVH",11821,287758.71
2026-06-25,"Hoses & Bellows",16098,238302.26
2026-06-25,"Other Automotive",13666,122688.36
2026-06-25,"Powertrain Mounts",4679,269024.83
2026-06-25,"Sealing",92771,289110.61
2026-06-26,"Cable Protection",24725,154989.78
2026-06-26,"Chassis NVH",11120,271951.64
2026-06-26,"Hoses & Bellows",15312,224835.42
2026-06-26,"Other Automotive",11811,108484.37
2026-06-26,"Powertrain Mounts",4565,264313.78
2026-06-26,"Sealing",80332,260373.5
2026-06-27,"Cable Protection",4489,29348.87
2026-06-27,"Chassis NVH",3625,84277.75
2026-06-27,"Hoses & Bellows",5079,76515.46
2026-06-27,"Other Automotive",3030,26233.65
2026-06-27,"Powertrain Mounts",1318,75058.19
2026-06-27,"Sealing",17060,55908.49
2026-06-28,"Cable Protection",2362,15833.36
2026-06-28,"Chassis NVH",2647,62348.37
2026-06-28,"Hoses & Bellows",3396,49312.41
2026-06-28,"Other Automotive",1987,18386.37
2026-06-28,"Powertrain Mounts",991,57497.9
2026-06-28,"Sealing",10774,34459.35
2026-06-29,"Cable Protection",24944,161539.76
2026-06-29,"Chassis NVH",11756,279087.44
2026-06-29,"Hoses & Bellows",14401,219090.38
2026-06-29,"Other Automotive",12603,111105.11
2026-06-29,"Powertrain Mounts",4972,280439.33
2026-06-29,"Sealing",80152,256814.41
2026-06-30,"Cable Protection",26942,175623.32
2026-06-30,"Chassis NVH",11933,287122.96
2026-06-30,"Hoses & Bellows",15082,227807.23
2026-06-30,"Other Automotive",13758,125962.79
2026-06-30,"Powertrain Mounts",5045,294304.05
2026-06-30,"Sealing",90765,281880.41
2026-07-01,"Cable Protection",21664,145158.76
2026-07-01,"Chassis NVH",12013,296907.3
2026-07-01,"Hoses & Bellows",14363,207089.87
2026-07-01,"Other Automotive",11609,104548.86
2026-07-01,"Powertrain Mounts",4504,260990.68
2026-07-01,"Sealing",86914,273777.37
2026-07-02,"Cable Protection",20951,138514.91
2026-07-02,"Chassis NVH",11167,278364.69
2026-07-02,"Hoses & Bellows",14108,218894.06
2026-07-02,"Other Automotive",11227,103230.87
2026-07-02,"Powertrain Mounts",4021,236119.99
2026-07-02,"Sealing",76846,247152.1
2026-07-03,"Cable Protection",17953,116953.6
2026-07-03,"Chassis NVH",10641,255050.88
2026-07-03,"Hoses & Bellows",11894,178242.98
2026-07-03,"Other Automotive",9863,90336.34
2026-07-03,"Powertrain Mounts",3843,221190.13
2026-07-03,"Sealing",71098,223406.2
2026-07-04,"Cable Protection",3603,22799.2
2026-07-04,"Chassis NVH",3696,90158.13
2026-07-04,"Hoses & Bellows",4189,62040.05
2026-07-04,"Other Automotive",2653,24611.01
2026-07-04,"Powertrain Mounts",1262,71687.63
2026-07-04,"Sealing",16784,55859.3
2026-07-05,"Cable Protection",2128,13987.08
2026-07-05,"Chassis NVH",2688,64349.67
2026-07-05,"Hoses & Bellows",3484,53022.62
2026-07-05,"Other Automotive",1960,17073.09
2026-07-05,"Powertrain Mounts",1001,58206.86
2026-07-05,"Sealing",10557,34176.68
2026-07-06,"Cable Protection",19556,127443.49
2026-07-06,"Chassis NVH",10319,249309.69
2026-07-06,"Hoses & Bellows",13310,195929.89
2026-07-06,"Other Automotive",9015,81595.67
2026-07-06,"Powertrain Mounts",3623,206287.7
2026-07-06,"Sealing",70117,224548.77
2026-07-07,"Cable Protection",19363,122708.01
2026-07-07,"Chassis NVH",11144,268816.47
2026-07-07,"Hoses & Bellows",14619,217508.82
2026-07-07,"Other Automotive",11000,100739.15
2026-07-07,"Powertrain Mounts",3930,223347.22
2026-07-07,"Sealing",76721,241878.97
2026-07-08,"Cable Protection",20175,133353.29
2026-07-08,"Chassis NVH",11202,267901.62
2026-07-08,"Hoses & Bellows",13355,205267.3
2026-07-08,"Other Automotive",11438,102021.66
2026-07-08,"Powertrain Mounts",3814,219518.8
2026-07-08,"Sealing",75708,239870.27
